title,text,tegs,url
Черкаський водоканал цілодобово слідкуватиме за всіма люками в місті," У КП ""Черкасиводоканал"" створять оперативну службу реагування, яка цілодобово слідкуватиме за люками в місті, буде змінювати свої, чужі і безгосподарчі покришки. Про це на сесії 30 листопада заявив депутат Ігор Кіта, передає кореспондент vikka.ua. ""Служба, яка буде створена у водоканалі, працюватиме цілодобово без вихідних. І саме це підприємство буде здійснювати термінові виїзди на місця, звідки надходитимуть повідомлення від жителів про відсутність люків"", – говорить обранець. Читайте: У Черкасах встановили понад 200 нових люків (ФОТО) Депутатська комісія доручила департаменту ЖКК, департаменту архітектури і містобудування, а також департаменту економіки та розвитку зайнятися питанням повної інвентаризації люків, колодязів, мереж.  ""Ця інформація повинна бути в оперативній службі по кожному колодязю і мережі, де буде зазначено, хто відповідає за підземні ділянки відповідних мереж. За тим люком, що впав хлопчик на Чигиринській, було перевірено, що ніяких звернень не надходило"", – додає Ігор Кіта. Зазначимо, у зв’язку із смертю хлопчика, депутати збирали комісію. Люки із композитних матеріалів вирішили встановити на території зелених смуг, а на проїжджих територіях – звичайні із запірними пристроями. Як повідомляв сайт vikka.ua, у Черкасах 6-річний хлопчик загинув, провалившись у відкритий люк.","#Черкаси, #Вікка, #Новини, #Кп ""черкасиводоканал"", #Люки",https://www.vikka.ua/novini/cherkaskij-vodokanal-cilodobovo-slidkuvatime-za-vsima-lyukami-v-misti/
У Дніпрі в Черкасах знайшли тіло пенсіонерки," До оперативно-координаційного центру управління ДСНС надійшло повідомлення про потопельника. Подія сталася 29 листопада. Про це на сторінці у Facebook повідомляє прес-служба управління Державної служби України з НС у Черкаській області. дивіться: Черкащанин через сварку з матір’ю хотів стрибнути з восьмого поверху (ВІДЕО) Співробітники Державної пожежно-рятувальної частини №2 у Дніпрі за десять метрів від берега в районі вулиці Сержанта Жужоми підняли на берег тіло пенсіонерки. Обставини загибелі жінки з’ясовуються. Як повідомляв сайт vikka.ua, під час підводного полювання на Черкащині загинув водолаз.","#Черкаси, #Вікка, #Новини, #Потопельник",https://www.vikka.ua/novini/u-dnipri-v-cherkasax-znajshli-tilo-pensionerki/
На мосту через Дніпро ввечері можливі затримки в русі," У Черкасах на мосту через Дніпро можливо затримають вечірнє пропускне ""вікно"". Про це на сторінці у Facebook повідомляє прес-служба САД у Черкаській області. Читайте: На Черкащині селяни вимагають полагодити сільське бездоріжжя обласного значення (ВІДЕО) Будівельники підрядної організації сьогодні, 30 листопада, продовжать заливати бетонну монолітну плиту на лівому проїзді. У зв’язку з цим рух автомобілів через міст ввечері можливо розпочнеться із затримкою орієнтовно на 2 години. Нагадаємо, що зазвичай пропускні ""вікна"" працюють з 6.00 до 9.00 та з 16.00 до 19.00. Як повідомляв сайт vikka.ua, одну із вулиць Черкас перекриють на три місяці.","#Черкаси, #Вікка, #Новини, #Ремонт мосту",https://www.vikka.ua/novini/na-mostu-cherez-dnipro-vvecheri-mozhlivi-zatrimki-v-rusi/
"Вихованець ""Черкаських Мавп"" встановив унікальний рекорд у США"," Український атакуючий захисник команди студентської ліги США ""Канзас Джейхокс"", черкасець Святослав Михайлюк встановив унікальне досягнення в NCAA. Про це повідомляє ФБУ. Читайте: Черкащанин став найрезультативнішим гравцем ""Канзасу"" у грі NCAA У п’яти стартових матчах сезону Михайлюк набрав 94 очка, допустивши при цьому лише дві втрати. Вихованець ""Черкаських Мавп"" став першим у NCAA, кому вдалося набрати понад 90 очок, допустивши при цьому менше чотирьох втрат. Як повідомляв сайт vikka.ua, вихованець ""Мавп"" здобуває п'яту поспіль перемогу на американському паркеті.","#Вікка, #Новини, #Баскетбол, #Черкащина, #Михайлюк",https://www.vikka.ua/novini/vixovanec-cherkaskix-mavp-vstanoviv-unikalnij-rekord-u-ssha/
Під час пожежі в будинку на Черкащині загинули чоловік і жінка," 29 листопада близько шостої ранку в селі Богдани у Золотоніському районі сталася пожежа у житловому будинку. Про це повідомляє прес-служба УДСНС у Черкаській області. Читайте: У селі на Черкащині у власному будинку згорів дідусь (ФОТО) Рятувальники ліквідували загорання за 15 хвилин. В одній із кімнат будинку вони знайшли тіла двох осіб, якими виявилися, 56-річна жінка та 64-річний чоловік. За попередніми даними, причиною пожежі стала необережність під час куріння. Як повідомляв сайт vikka.ua, на Черкащині під час пожежі загинула господарка будинку.",,https://www.vikka.ua/novini/pid-chas-pozhezhi-v-budinku-na-cherkashhini-zaginuli-cholovik-i-zhinka/
На Черкащині грибники знайшли гранату часів війни (ФОТО)," На Черкащині поблизу села Тимошівка грибники знайшли боєприпас часів війни та одразу зателефонували рятувальникам. Про це на сторінці у Facebook повідомила прес-служба Управління Державної служби України з НС у Черкаській області. Читайте: За добу в лісах на Черкащині грибники знайшли три боєприпаси часів війни Співробітники піротехнічної групи аварійно-рятувального загону спеціального призначення знищили на спеціальному полігоні гранату РГД-33 часів війни. Знахідка стала вже 60-ю, яка була виявлена на території області у 2017 році. Як повідомляв сайт vikka.ua, у Черкасах на одній із вулиць знайшли артилерійський снаряд.","#Вікка, #Новини, #Черкащина, #Боєприпаси",https://www.vikka.ua/novini/na-cherkashhini-gribniki-znajshli-granatu-chasiv-vijni-foto/
У Черкасах відбудеться ярмарок вакансій для людей з інвалідністю," З нагоди Міжнародного дня інвалідів 1 грудня о 13.00 в приміщенні Черкаського міського центру зайнятості відбудеться ярмарок вакансій. Про це повідомляють на сайті мерії. Безробітні та люди з інвалідністю, які нині перебувають у пошуках роботи, матимуть змогу зустрітися з представниками черкаських підприємств. Читайте: Громадські організації з усієї України ""ГРАНТували зміни"" у Черкасах (ФОТО) Ярмарок відбуватиметься за участю представників соціальних партнерів: Черкаської міської організації всеукраїнської організації інвалідів ""Союз організацій інвалідів України"", Черкаського обласного відділення Фонду соціального захисту інвалідів, обласного комунального закладу ""Черкаський обласний центр медико-соціальної експертизи"", департаменту соціальної політики Черкаської міської ради, організація ""Спілка батьків молоді з інвалідністю ""Перспектива"". Під час проведення заходу надаватимуться кваліфіковані консультації. За довідками звертатися до Черкаського міського центру зайнятості за адресою: м. Черкаси, вул. Гоголя, 330, тел. 37-51-58. Як повідомляв сайт vikka.ua, у Черкасах виділять 100 тисяч на новорічні подарунки дітям.","#Черкаси, #Вікка, #Новини, #Працевлаштування, #Інвалідність",https://www.vikka.ua/novini/u-cherkasax-vidbudetsya-yarmarok-vakansij-dlya-lyudej-z-invalidnistyu/
У лісництві на Черкащині оновили пункт для відпочинку (ФОТО)," Лисянські лісівники створили цього року три нових зони відпочинку, а також оновили найперший рекреаційний пункт на території Лисянського лісгоспу та однин із найдавніших в області – ""Холодок"". Про це повідомляє прес-служба Черкаського обласного управління лісового та мисливського господарства.  Читайте: У лісництвах Черкащини встановили нові вказівні знаки (ФОТО) Лісівники зробили реконструкцію трьох альтанок, кожна вміщує десять осіб. Для наймолодших відвідувачів встановили новеньку гойдалку. Усю територію відпочинку огородили парканом. Облаштували місце для вогнища та для сміття. Окрім того, оновили наглядну агітацію, де зазначають, що усе це робиться виключно для блага відпочиваючих.   Як повідомляв сайт vikka.ua, у лісництві на Черкащині зростає майже два мільйони сіянців сосни.","#Вікка, #Новини, #Черкащина, #Лісівники",https://www.vikka.ua/novini/u-lisnictvi-na-cherkashhini-onovili-punkt-dlya-vidpochinku-foto/
У Черкасах комунальникам дадуть десять тисяч літрів пального на зимове прибирання вулиць," КП ""ЧЕЛУАШ"" нададуть дозвіл на отримання десяти тисяч літрів дизельного пального для техніки під час зимового прибирання вулиць. Наразі паливо знаходиться у матеріальному резерві міста. Про це повідомляє прес-служба Черкаської міськради. Читайте: У дорожній пастці: ожеледиця паралізувала рух транспорту на Черкащині (ФОТО) З відповідним проханням до міської влади напередодні звернувся директор підприємства Олексій Мельник. У своєму листі він зазначив, що в КП ""ЧЕЛУАШ"" відсутні паливо-мастильні матеріали, що призводить до невиконання робіт з утримання доріг міста. Пальне очікується лише наприкінці 2017 року. Виконавчий комітет ухвалив рішення надати пальне у розмірі десяти літрів підприємству для безперебійної роботи з прибирання вулиць від опадів. Проте комунальники мають до 31 грудня цього року повернути зазначений обсяг пального до місцевого резерву. Як повідомляв сайт vikka.ua, меру Черкас заборонили купувати послуги з благоустрою.","#Черкаси, #Вікка, #Новини, #Зима, #Прибирання, #Челуаш",https://www.vikka.ua/novini/u-cherkasax-komunalnikam-dadut-desyat-tisyach-litriv-palnogo-na-zimove-pribirannya-vulic/
Житель Черкас виготовляв удома наркотики," Мешканці однієї з багатоповерхівок у Черкасах повідомили поліцейських про чоловіка, який виготовляє наркотики у своїй квартирі. Правоохоронці відразу приїхали на місце виклику і підтвердити підозри громадян. Про це повідомляє прес-служба ГУ НП у Черкаській області. Читайте: У Черкасах судитимуть двох чоловіків, які продавали психотропи та наркотики  40-річний місцевий житель вже притягувався до кримінальної відповідальності за зберігання та вживання наркотичних речовин. На кухні у його квартирі поліцейські знайшли близько 1 літру екстракту макової соломки у пластиковій пляшці. Чоловік зізнався рідина залишилась після виготовлення ним опію ацитильованого, який виготовив для власного вжитку. Правопорушнику загрожує покарання у вигляді штрафу від п'ятдесяти до ста неоподатковуваних мінімумів доходів громадян, або виправних робіт на строк до двох років, або арешту на строк до шести місяців, або обмеження волі на строк до трьох років, або позбавлення волі на той самий строк. Як повідомляв сайт vikka.ua, на Черкащині затримали молдаванина з наркотиками.","#Черкаси, #Вікка, #Новини, #Наркотики",https://www.vikka.ua/novini/zhitel-cherkas-vigotovlyav-udoma-narkotiki/
Суддю із Черкащини підозрюють у застосуванні запобіжних заходів щодо учасників мирних акцій протесту," Генпрокуратура повідомила про підозру судді одного з міськрайонних судів Черкаської області, який застосував запобіжні заходи щодо учасників мирних акцій протесту. Про це повідомляє прес-служба Генеральної прокуратури України. Департаментом спеціальних розслідувань Генеральної прокуратури України продовжується системна робота з розслідування, розкриття злочинів, вчинених під час акцій протесту у 2013-2014 роках, всебічне, повне і неупереджене дослідження обставин для забезпечення встановлення об’єктивної істини у кримінальних провадженнях цієї категорії та притягнення винних до відповідальності. Зокрема, здійснюється досудове розслідування у кримінальному провадженні за фактами протидії протестним акціям шляхом протиправного переслідування учасників мітингів та зборів у м. Черкасах в січні 2014 року працівниками правоохоронних органів та суду. Читайте: Черкаський адвокат став суддею Верховного суду України У цьому кримінальному провадженні перевіряється законність затримання, притягнення до кримінальної відповідальності та застосування запобіжних заходів щодо 66 осіб у період 23 – 27 січня 2014 року. На підставі зібраних доказів у межах цього кримінального провадження 28 листопада повідомлено про підозру судді одного з міськрайонних судів Черкаської області у вчиненні злочинів, передбачених ч. 2 ст. 28, ст. 340 (незаконне перешкоджання проведенню зборів, мітингів, вуличних походів і демонстрацій, здійснене за попередньою змовою групою осіб), ч. 2 ст. 375 (постановлення суддею завідомо неправосудних ухвал, що спричинило тяжкі наслідки). Підозрюваному інкримінується вчинення вищевказаних протиправних дій щодо 7 незаконно затриманих та арештованих осіб. На теперішній час зазначений суддя займає посаду голови міськрайонного суду Черкаської області. Досудове розслідування триває. Збираються та перевіряються на предмет допустимості та достатності для притягнення до кримінальної відповідальності докази щодо інших співучасників вчинення цих злочинів (працівників органів внутрішніх справ, прокуратури та суддів), а також за іншими епізодами злочинної діяльності. Як повідомляв сайт vikka.ua, на Черкащині судять кіровоградського суддю за вирок автомайданівцю.","#Вікка, #Новини, #Черкащина, #Суддя",https://www.vikka.ua/novini/suddyu-iz-cherkashhini-pidozryuyut-u-zastosuvanni-zapobizhnix-zaxodiv-shhodo-uchasnikiv-mirnix-akcij-protestu/
Черкаській музичній школі повернули приміщення вартістю майже 900 тисяч гривень," Дитячій музичній школі Черкаської міської ради повернули нежитлове приміщення площею 116,2 кв.м. та вартістю майже 900 тис. грн. Про це повідомляє заступник керівника Черкаської місцевої прокуратури Євгеній Троцько. Читайте: На Черкащині державі повернули землі пасовищ вартістю 900 тисяч  До суду було подано справу про розірвання договору позички між дитячою музичною школою №5 Черкаської міської ради та однієї з громадських організацій міста Черкаси. Під час судового розслідування відповідач повернув вказане нерухоме майно навчальному закладу для використання його за цільовим призначенням. Враховуючи добровільне виконання вимог прокурора, Черкаською місцевою прокуратурою подано до суду клопотання про припинення провадження у справі, в зв’язку з відсутністю предмету спору. Провадження у справі було припинено. Як повідомляв сайт vikka.ua, уЧеркасах державі повернуть земельну ділянку вартістю понад два мільйони.","#Черкаси, #Вікка, #Новини, #Суд",https://www.vikka.ua/novini/cherkaskij-muzichnij-shkoli-povernuli-primishhennya-vartistyu-majzhe-900-tisyach-griven/
"Синоптики розповіли, яким буде грудень на Черкащині"," Зазвичай погоду в грудні погода формується під впливом Сибірського антициклону та атлантичних циклонів. Тому характеризується снігопадами, хуртовинами, ожеледицею та налипання мокрого снігу. Про це на сторінці у Facebook повідомила прес-служба Черкаського гідрометцентру. Читайте: У дорожній пастці: ожеледиця паралізувала рух транспорту на Черкащині (ФОТО) За прогнозом синоптиків, грудень очікується в межах середніх показників температури і опадів, характерних для останніх 30 років. Середньомісячна температура повітря прогнозується -1,2° (за норми -2,4°), кількість опадів – 38 мм (за норми 48 мм). Морози до -10…-15º можливі наприкінці першої декади та наприкінці місяця. Всередині грудня очікується відлига та температура до +5…+7º. Найбільше опадів випаде всередині місяця у вигляді мокрого снігу та дощу, в решту часу переважатиме невеликий сніг. Сніговий покрив, висотою 1-3 см, спостерігатиметься у першій та третій декадах грудня. Опади у різних фазах у періоди відлиг сприятимуть утворенню ожеледі та ожеледиці на дорогах. Як повідомляв сайт vikka.ua, у Черкасах комунальникам дадуть десять тисяч літрів пального на зимове прибирання вулиць.","#Вікка, #Новини, #Черкащина, #Погода, #Зима",https://www.vikka.ua/novini/sinoptiki-rozpovili-yakim-bude-gruden-na-cherkashhini/
Черкаська художниця-самоучка здивувала грузинського Патріарха та знайшла визнання в Європі," Черкаська художниця Одарка Дьома-Пісна підкорює своїми картинами Європу, а за портрет Патріарха Грузії отримала найвищу оцінку від видатної духовної постаті. Відомий італійський критик Laura Di Trapani внесла роботи українки до свого каталогу, де представлені картини 50 найкращих сучасних художниць світу. Про шанси українських художників за кордоном, самоосвіту та власний творчий шлях талановита уманчанка розповіла сайту vikka.ua.  Фото з архіву героїні публікації Італія, Іспанія та Грузія двічі бачили виставки української художниці. Також роботи уманчанки оцінили у Парижі. Дівчина каже, що з-під її пензля вийшли близько 300 картин. Читайте: Черкащанка розвиває у Канаді новий напрям мистецтва Одарка Дьома-Пісна живе в Умані. Ще з дитинства дівчина поринула у світ пензлів та фарб.   ""Першу картину намалювала в 11 років. Це завдяки дідусю Івану Абрамовичу. Наразі йому 81 рік. Колись він малював, його брати теж художники. Дідусь брав мене малу з собою до парку ""Софіївка"", де створював картини. І мене, зокрема, малював. Але то була творчість для себе. Без спеціальної освіти за радянських часів ти не міг конкурувати з офіційними художниками"", – розповідає уманчанка.  Facebook / Dema-Pisna Odarka Художниця теж не має спеціальної освіти. Вона вивчилася на філолога. Але це не завадило їй у кар’єрі. ""Малювати вчилася самостійно, довго виписувалася, шукала свій стиль. Працюю на межі між імпресіонізмом та постімпресіонізмом. Навчаючись у своїх улюблених художників Ван Гога, Модільяні, Моне, взяла від них техніку.  Але найбільше мені підходить напрям арт-наїв – наївне мистецтво. Воно передає емоції. Це коли ти тільки щось побачив, пережив і одразу втілюєш"", – пояснює Одарка Дьома-Пісна.  Facebook / Dema-Pisna Odarka В Україні черкащанка своїм талантом не заробляє, а здебільшого продає заради благодійності.  Facebook / Dema-Pisna Odarka ""Україні наразі не до живопису. Я постійно проводжу тут виставки. Коли ж продаю в Україні картини, ці кошти йдуть на допомогу дітям з притулків та тим, хто потребує помочі. Продаю картини і за кордоном. За скільки – не скажу (посміхається). Найдорожча вартувала більше 800 євро"", – ділиться Одарка Дьома-Пісна.  Facebook / Dema-Pisna Odarka Серед її картин є особливе полотно – портрет Патріарха всієї Грузії Іллі Другого. Черкащанка каже, що завдяки цьому полотну отримала найціннішу для неї самої характеристику її робіт.   Портрет вона презентувала на виставці в Грузії.  Facebook / Dema-Pisna Odarka  З грузинською співачкою, актрисою театру i кiно Лелукою Телiєю на її Батьківщині. Фото з архіву героїні публікації ""У жовтні цього року я була на прийомі у Патріарха. Влаштувати це було непросто. Я подарувала йому його портрет. Він узяв картину, подивився на неї, переглянув каталог і запитав: а ви справді українка? Я відповіла, що в мені повністю тече українська кров. А він сказав, що в мені дуже відчуваються грузинські почуття. Зазначив, що я здаюся йому напівгрузинкою  –  так точно відчула їхню країну"", – пригадує художниця.  Facebook / Dema-Pisna Odarka Вона каже, що успіх прийшов до неї завдяки родині. Батьки у всьому підтримували, а 4-річна донька Злата – джерело натхнення.  Facebook / Dema-Pisna Odarka ""Якби не підтримка родини – мені нічого б не вдалося. Мій батько для мене найбільший авторитет, і не тому, що він мій батько. Він має дуже велике серце, до того ж усе життя він шукав щось нове. Якось вирішив, що в Умані не вистачає байкерського заходу. Він організував у місті мотофестиваль ""Умань 5 доріг"". Останній зліт налічував 6 тисяч осіб. Крім того, він мисливець, кінолог. У мене творча мама. Вона шиє ляльки та красиві дитячі речі"", – розповідає уманчанка.  Фото з архіву героїні публікації Наразі дівчина готується до нової виставки ""Різдвяна Австрія"". ""Мене називають різдвяним художником, бо велика кількість моїх виставок відбувалася напередодні цього свята. Взагалі Різдво для моєї родини – це щось особливе. У нас є власні традиції, які ми самі вигадуємо та впроваджуємо. Наприклад, перед Новим роком наша родина допомагає дитячим будинкам та тим, хто потребує допомоги. Я перед святом пишу листи-вибачення тим людям, з якими посварилася. Пишу про свої відчуття та вибачаюсь. Після цього з деким у мене навіть складалися дружні стосунки"", – ділиться власним досвідом художниця.  З мамою та донькою / Facebook / Dema-Pisna Odarka Уманчанка каже, що сімейний ген багато в чому унаслідувала її донька. ""У нас проживає двоє собак, які раніше були безпритульними. Ми їх взяли на перетримку, але донька Злата вмовила їх залишити. Це тепер її собаки, але доглядаю їх чомусь я"", – сміється уманчанка.  Фото з архіву героїні публікації Вона радить молодим українським художникам не зволікати і не вважати, що реалізовуватися за кордоном складно. За її словами, наразі талановитих українців охоче сприймає світ.  Фото з архіву героїні публікації ""Раджу колегам стукати у всі двері. Знайдуться моменти, коли одна з них відкриється. Взяти участь у закордонній виставці або влаштувати там свою не так важко, як здається нашим молодим художникам. Декого лякає, що це потягне за собою великі витрати. Насправді кошти знадобляться тільки на проїзд та проживання. А можна взагалі відправити лише свої роботи. Виставка може відбутися і без фізичної присутності художника там"", – пояснює митець.  Facebook / Dema-Pisna Odarka Як повідомляв сайт vikka.ua, черкаський пенсіонер перетворив сільське подвір’я на арт-галерею.","#Виставка, #Вікка, #Новини, #Мистецтво, #Черкащанка, #Художниця",https://www.vikka.ua/novini/cherkaska-xudozhnicya-samouchka-zdivuvala-gruzinskogo-patriarxa-ta-znajshla-viznannya-v-yevropi/
